Customer_ID,Gender,Age,Annual_Income,Product_Category,Average_Spend,Visits_per_Month,Add_to_Cart_Count,Wishlist_Count,Loyalty_Score,Customer_Tenure,Payment_Method,Discount_Usage,Referral_Source,Frequent_Buyer,Online_Shopper,Membership_Status,Usage_Time,Customer_Segment,Last_Purchase_Date,Churn
163,Female,64,69268,Beauty,132.46891098422833,25,44,1,7.778069624617068,105,Cash on Delivery,No,Direct,Yes,Yes,Bronze,6.941104360061426,Medium,2024-06-11,0
164,Female,47,120737,Home,1151.026649444663,23,35,2,7.547071521575084,78,PayPal,Yes,Google,Yes,No,Gold,1.449083440350561,Medium,2024-06-12,0
165,Female,60,74615,Home,1863.833382604928,10,19,17,8.826548119590356,31,Credit Card,Yes,Social Media,No,Yes,Gold,4.742336617885915,High,2024-06-13,0
166,Male,34,102503,Beauty,1696.2849696913459,21,17,0,2.7049908985066247,91,Cash on Delivery,Yes,Direct,No,Yes,Gold,1.5654620708229667,Medium,2024-06-14,0
167,Female,43,143274,Home,1367.903105605456,24,37,19,4.610331725426178,17,Debit Card,Yes,Google,Yes,Yes,Bronze,5.7859687709914,Medium,2024-06-15,0
168,Male,53,49759,Home,321.27590533762066,2,2,5,9.530164594130113,55,Cash on Delivery,Yes,Direct,Yes,No,Silver,7.288085958458609,Low,2024-06-16,1
169,Male,18,105708,Fashion,545.7511983099564,9,22,4,4.569315169476967,110,PayPal,No,Direct,Yes,Yes,Bronze,3.7595574040044006,Medium,2024-06-17,0
170,Female,25,80112,Groceries,1757.2468917776016,22,31,0,2.123830692153304,93,Cash on Delivery,Yes,Direct,Yes,Yes,Silver,4.160691951987319,Medium,2024-06-18,1
171,Female,52,122471,Groceries,406.4741114809559,13,44,18,5.729006137259616,36,Credit Card,Yes,Friend Referral,Yes,Yes,Bronze,7.455671273620717,High,2024-06-19,0
172,Male,32,146740,Fashion,592.9568460883474,25,15,0,1.9854187529901595,101,Cash on Delivery,No,Google,Yes,Yes,Silver,4.407435414870179,Medium,2024-06-20,1
173,Male,64,143153,Beauty,302.72126983111184,16,4,15,2.825679148550787,26,PayPal,No,Friend Referral,No,No,Gold,4.156988285371707,Medium,2024-06-21,1
174,Female,39,46589,Electronics,1368.4110512581017,18,3,11,9.98486880913861,53,PayPal,No,Friend Referral,Yes,Yes,Gold,4.837468270282281,High,2024-06-22,0
175,Female,31,50015,Electronics,1890.7654954582588,19,20,7,5.872263745565188,17,Debit Card,Yes,Social Media,Yes,No,Gold,5.669223022722139,Medium,2024-06-23,1
176,Female,43,49009,Electronics,574.4876616110026,12,39,15,3.5565255013638613,86,PayPal,Yes,Social Media,Yes,No,Bronze,1.3016253131527353,High,2024-06-24,0
177,Male,45,103309,Fashion,977.0428853076437,8,13,0,9.952974591165155,25,Debit Card,Yes,Direct,Yes,Yes,Bronze,6.658328958061371,Medium,2024-06-25,0
178,Male,40,146446,Fashion,1286.9624924368484,17,38,3,9.699030266996289,2,Credit Card,Yes,Direct,Yes,Yes,Bronze,3.7662877058994444,Low,2024-06-26,0
179,Male,31,82046,Home,1998.9591840204798,15,30,9,4.966651369758372,119,PayPal,No,Social Media,Yes,No,Gold,1.0426138242311416,Low,2024-06-27,0
180,Male,41,126661,Electronics,254.3757267452656,10,13,10,3.343627979091176,86,Cash on Delivery,No,Social Media,Yes,No,Silver,6.396370018986598,Medium,2024-06-28,0
181,Male,19,46143,Beauty,1022.2130590361328,15,5,16,8.545596742829709,5,Credit Card,Yes,Google,No,No,Gold,3.3271247876470404,Low,2024-06-29,0
182,Male,62,26154,Beauty,800.9842338098751,15,11,6,7.4405864527460714,4,Cash on Delivery,Yes,Direct,Yes,No,Gold,1.2527562132129044,High,2024-06-30,0
183,Female,43,41804,Electronics,1738.3493221835927,23,15,11,7.182472915031593,36,Cash on Delivery,Yes,Direct,No,Yes,Silver,5.253342796574379,Medium,2024-07-01,0
184,Male,31,61688,Electronics,978.1370754727291,7,16,6,9.038023671902254,6,Cash on Delivery,Yes,Social Media,No,No,Silver,7.1009851507523125,High,2024-07-02,0
185,Male,24,84288,Electronics,266.4061729410388,13,44,11,7.2047542048419215,116,Credit Card,No,Google,No,No,Silver,7.1581513206048974,Low,2024-07-03,1
186,Male,20,71195,Fashion,1287.127083308838,17,22,14,3.5541814873739423,21,Credit Card,No,Social Media,Yes,No,Silver,7.682476061067299,High,2024-07-04,1
187,Female,64,40581,Fashion,1553.0222056145656,9,13,1,7.244768456881591,77,PayPal,Yes,Social Media,Yes,No,Gold,7.00779094825016,Low,2024-07-05,0
188,Male,40,72648,Fashion,55.618440747948455,8,6,13,3.7523216015529757,118,Cash on Delivery,No,Friend Referral,Yes,Yes,Bronze,0.5160568950910642,Low,2024-07-06,0
189,Male,63,50087,Groceries,1724.9655365702276,20,45,12,7.833150816912956,101,Debit Card,Yes,Direct,Yes,Yes,Gold,3.3518087481004266,Low,2024-07-07,0
190,Female,60,69930,Beauty,412.74485001104796,26,31,3,6.577730690424094,119,PayPal,Yes,Google,Yes,Yes,Silver,6.6390693492912725,High,2024-07-08,0
191,Male,64,52981,Beauty,1126.5352610740867,27,14,13,1.6967039678627551,89,Credit Card,No,Friend Referral,Yes,No,Bronze,3.2468975449885566,Low,2024-07-09,0
192,Male,62,89298,Home,860.8051263405277,21,43,13,5.615518261916279,26,Debit Card,Yes,Direct,Yes,No,Bronze,5.011613797847796,Medium,2024-07-10,0
193,Male,35,66167,Fashion,1453.3249423905343,18,16,15,4.089708722761668,55,Credit Card,No,Social Media,Yes,Yes,Gold,5.04737710530899,Low,2024-07-11,0
194,Male,55,95304,Groceries,773.7651488321966,13,40,6,3.957135694590648,39,Debit Card,Yes,Google,Yes,Yes,Gold,3.237689780291173,Medium,2024-07-12,0
195,Male,52,63408,Groceries,1746.038194529336,16,46,18,6.420306721395315,84,PayPal,No,Direct,Yes,No,Gold,7.283554454609657,Medium,2024-07-13,0
196,Female,32,59499,Beauty,1474.4679038696408,9,43,1,3.900923420224824,33,Debit Card,Yes,Social Media,No,Yes,Bronze,4.274212590395882,Medium,2024-07-14,0
197,Female,42,145816,Fashion,1313.040683572697,12,33,9,7.992043733843854,14,PayPal,No,Friend Referral,Yes,No,Bronze,3.985881544531256,Medium,2024-07-15,1
198,Female,54,72269,Home,1602.669161347566,12,4,17,1.63712292410057,56,Credit Card,Yes,Google,Yes,No,Bronze,7.981353092464219,High,2024-07-16,0
199,Male,45,58559,Fashion,1520.3449181103456,6,44,16,6.943494271562429,100,Debit Card,Yes,Direct,Yes,No,Silver,4.201252730544625,Medium,2024-07-17,0
200,Male,27,134126,Electronics,120.080416097029,19,26,4,8.282753232910672,81,Cash on Delivery,No,Friend Referral,No,No,Silver,1.8379868894643578,Low,2024-07-18,1
201,Male,56,94319,Fashion,819.7319899974149,28,22,11,7.055485209283871,21,Cash on Delivery,Yes,Social Media,Yes,No,Gold,4.348020671475785,Medium,2024-07-19,0
202,Female,34,131925,Electronics,1865.0742297671552,7,39,5,5.4750627551799615,46,Credit Card,No,Social Media,Yes,No,Bronze,6.605125516399475,Low,2024-07-20,0
203,Male,56,115317,Electronics,295.1623245348411,25,13,8,9.552763123625631,16,Debit Card,No,Direct,No,Yes,Gold,6.326452451737111,High,2024-07-21,0
204,Male,39,116347,Home,1487.3382733424999,3,14,19,3.699446408182572,110,Cash on Delivery,Yes,Social Media,Yes,Yes,Bronze,6.414363238313532,Medium,2024-07-22,0
205,Female,43,68787,Beauty,1950.4540321038928,16,42,0,1.1725109877248001,16,PayPal,Yes,Google,No,Yes,Gold,5.810178379984338,Low,2024-07-23,0
206,Male,61,55488,Fashion,151.7873266376947,18,32,14,4.887904343170968,84,Debit Card,Yes,Direct,No,No,Silver,2.406633718000162,High,2024-07-24,0
207,Female,42,94441,Electronics,1380.2780672218903,16,30,5,1.2971074231029451,29,Debit Card,Yes,Friend Referral,No,Yes,Bronze,6.9656306438017355,High,2024-07-25,0
208,Female,34,94663,Fashion,962.9005755370092,23,34,18,9.585430772737679,92,Cash on Delivery,No,Direct,No,No,Silver,7.200825990321988,Low,2024-07-26,0
209,Female,30,42431,Beauty,1179.3917479807083,7,16,17,2.8892624117324637,8,PayPal,Yes,Direct,Yes,No,Bronze,1.956145224639118,Medium,2024-07-27,0
210,Male,37,81681,Beauty,216.41560614443344,4,27,5,8.100343215539915,88,PayPal,Yes,Friend Referral,No,No,Gold,1.4784172741354544,High,2024-07-28,1
211,Male,42,83483,Groceries,133.86355614053198,27,18,12,7.971148748569284,3,PayPal,Yes,Social Media,No,No,Bronze,7.817037264418341,Low,2024-07-29,0
212,Male,21,142720,Beauty,1350.3899880742972,25,45,0,2.959560097146402,89,Debit Card,No,Friend Referral,Yes,Yes,Silver,7.012429727377759,Medium,2024-07-30,0
213,Male,27,69153,Home,1655.4533881503999,8,22,12,6.591038774321506,19,Credit Card,Yes,Google,Yes,Yes,Bronze,7.1992711040746,High,2024-07-31,0
214,Male,20,26368,Electronics,1574.929903119286,13,31,6,1.432710716378052,97,Debit Card,No,Social Media,Yes,Yes,Gold,7.147822884682964,Low,2024-08-01,0
215,Male,58,47424,Groceries,1110.4211693391628,13,39,14,5.352171271334807,66,Debit Card,Yes,Direct,No,No,Bronze,4.562651180252963,High,2024-08-02,0
216,Male,62,132360,Home,244.74030121554745,17,12,11,1.1318241454523807,79,Cash on Delivery,No,Social Media,Yes,Yes,Silver,5.348013024993498,High,2024-08-03,0
217,Female,35,65004,Fashion,1391.686665480227,17,19,0,9.290294921627577,86,Credit Card,Yes,Social Media,No,Yes,Gold,4.590221391002313,Low,2024-08-04,0
218,Male,64,103869,Electronics,521.6833229305846,5,34,14,9.784774217796144,74,PayPal,Yes,Google,No,Yes,Silver,0.884047618927468,High,2024-08-05,0
219,Female,53,108652,Beauty,1826.583970396398,6,4,3,3.0005448997472675,82,Cash on Delivery,No,Social Media,Yes,No,Bronze,6.091273140145795,Low,2024-08-06,0
220,Male,64,132755,Electronics,1684.6174511141246,19,8,12,2.872954311367355,22,Debit Card,Yes,Social Media,Yes,Yes,Silver,4.289990250019102,Medium,2024-08-07,0
221,Male,39,76985,Fashion,1433.2967858204122,13,28,4,7.783481589059167,46,Credit Card,Yes,Social Media,Yes,No,Bronze,5.357818060926723,Low,2024-08-08,0
222,Male,51,70069,Groceries,1900.2496138707043,25,5,1,3.2804145894640104,113,PayPal,Yes,Direct,Yes,Yes,Gold,4.269798537316515,Medium,2024-08-09,0
223,Female,64,72326,Groceries,111.27255194698222,28,24,0,9.055689032456606,91,PayPal,No,Social Media,Yes,No,Silver,4.188584917418419,High,2024-08-10,1
224,Female,25,128737,Groceries,1485.590828868486,26,30,15,6.16536222510684,13,Debit Card,Yes,Friend Referral,Yes,Yes,Silver,1.7884183210832512,Low,2024-08-11,0
225,Female,57,101061,Beauty,693.9734197059904,14,21,5,4.1569986070928096,33,PayPal,No,Social Media,No,Yes,Bronze,2.5903528635586173,Low,2024-08-12,0
226,Female,61,43398,Home,1816.8284770884122,22,1,15,8.49424371714478,5,PayPal,No,Google,No,Yes,Silver,1.6913951895796684,Low,2024-08-13,0
227,Male,36,118393,Home,570.0166334908563,4,44,13,5.4406603037205565,90,Credit Card,No,Social Media,Yes,No,Silver,1.9674972171900682,Low,2024-08-14,1
228,Female,59,70861,Electronics,1463.4701736642833,28,4,2,9.20469622337628,77,Cash on Delivery,Yes,Social Media,No,Yes,Gold,7.797330353152287,Medium,2024-08-15,0
229,Male,58,95897,Beauty,1761.4116883190238,7,26,14,9.352128130564429,27,Credit Card,No,Direct,No,Yes,Bronze,1.6483508432914882,Medium,2024-08-16,0
230,Male,54,101905,Groceries,131.23079584623073,8,24,2,2.488781369155684,78,Cash on Delivery,No,Friend Referral,No,No,Bronze,2.5195281822890574,High,2024-08-17,1
231,Female,23,147118,Groceries,825.4127802044704,25,7,1,1.0209106551873726,24,Cash on Delivery,Yes,Social Media,No,No,Gold,4.929422433039387,High,2024-08-18,1
232,Female,43,88577,Fashion,1536.5026124427804,13,0,0,9.85537846128162,67,Cash on Delivery,No,Friend Referral,No,No,Gold,5.076339321774814,High,2024-08-19,0
233,Female,51,85641,Fashion,937.0918345397948,27,19,8,9.155237825147314,111,PayPal,No,Google,No,No,Bronze,1.6548059730787181,High,2024-08-20,0
234,Female,62,29078,Groceries,571.1426280975109,6,43,8,1.4990071213345728,115,Credit Card,Yes,Direct,Yes,Yes,Gold,6.452880693389092,Low,2024-08-21,0
235,Female,23,45003,Groceries,478.62043020522054,6,22,6,8.497308375469629,63,PayPal,Yes,Friend Referral,Yes,Yes,Gold,6.389021509346188,Medium,2024-08-22,0
236,Female,54,82768,Beauty,306.46062048693693,24,31,2,5.120244393032859,113,Debit Card,No,Direct,Yes,No,Gold,2.2798827815291833,Medium,2024-08-23,1
237,Female,50,71047,Home,1721.4026417197504,28,10,17,3.330654445224777,94,Credit Card,Yes,Social Media,No,Yes,Bronze,2.664997270065953,Medium,2024-08-24,0
238,Female,39,91626,Fashion,1171.9430363405343,21,38,10,8.90871871309237,99,Cash on Delivery,Yes,Google,Yes,No,Gold,7.534908990946227,Medium,2024-08-25,1
239,Male,38,77660,Home,198.95064273333918,3,46,6,2.770005091512765,48,PayPal,Yes,Direct,Yes,Yes,Silver,6.692535844846086,High,2024-08-26,0
240,Female,23,124386,Beauty,796.0316309627391,28,23,8,9.525699994780602,63,PayPal,No,Social Media,Yes,No,Silver,5.733477747968928,Low,2024-08-27,0
241,Female,23,69786,Groceries,767.0806190699643,3,10,0,2.85059338929407,78,Credit Card,No,Friend Referral,No,Yes,Bronze,1.116749161329504,Medium,2024-08-28,0
242,Male,21,21925,Home,404.39142188345284,13,28,13,6.523148689558692,12,Credit Card,Yes,Google,Yes,No,Gold,3.636980606769318,Low,2024-08-29,0
243,Female,47,103976,Groceries,899.2398696707718,22,25,19,3.0077770107607735,28,Cash on Delivery,No,Google,No,No,Silver,4.694764040576203,Low,2024-08-30,0
244,Male,28,125221,Groceries,697.593762516616,2,15,5,5.911017984717713,44,Cash on Delivery,Yes,Friend Referral,Yes,Yes,Bronze,1.905584659878327,Low,2024-08-31,0
245,Male,47,137832,Electronics,716.517225709756,16,34,6,7.155776169236272,93,Debit Card,Yes,Friend Referral,Yes,Yes,Silver,3.861699365811684,Low,2024-09-01,0
246,Female,48,145150,Home,1491.1017876865194,22,19,9,2.712051377381238,43,Cash on Delivery,Yes,Google,Yes,Yes,Gold,5.007694081165175,Medium,2024-09-02,0
247,Male,41,46015,Home,485.3636017351328,29,45,6,5.687972044306113,17,PayPal,Yes,Direct,No,No,Bronze,2.955325100865494,Medium,2024-09-03,0
248,Male,26,53320,Groceries,1301.626919767943,6,2,1,5.221537699511071,40,Debit Card,Yes,Google,No,Yes,Silver,6.3570861421286535,Medium,2024-09-04,0
249,Male,20,84881,Beauty,1162.766766567823,8,0,3,1.639336792630071,49,Debit Card,No,Friend Referral,No,No,Bronze,6.803371862291041,High,2024-09-05,0
250,Male,48,110827,Electronics,1157.780399058841,23,46,16,8.364770359077726,85,Debit Card,No,Direct,No,Yes,Silver,2.927071020755531,Medium,2024-09-06,0
251,Female,57,140071,Groceries,1342.864324976463,8,0,0,4.021141605785576,57,Credit Card,No,Social Media,No,Yes,Silver,6.789928658693428,High,2024-09-07,0
252,Male,54,122215,Fashion,1119.344970581525,25,16,9,6.171239777966916,87,Cash on Delivery,No,Google,Yes,No,Gold,1.2768242457726127,High,2024-09-08,0
253,Female,53,46289,Fashion,1764.54747395045,6,1,18,5.63305811439821,84,Debit Card,Yes,Friend Referral,Yes,No,Gold,6.7829682396699225,High,2024-09-09,0
254,Male,41,148859,Electronics,1367.3811793030065,14,28,14,5.61934454113398,64,Credit Card,Yes,Social Media,No,Yes,Silver,1.6456282375071245,Medium,2024-09-10,0
255,Male,48,23389,Beauty,1116.578340174207,3,19,9,1.965001547876387,75,Credit Card,No,Google,No,No,Bronze,1.1219536438229454,Medium,2024-09-11,0
256,Male,23,45683,Groceries,1668.0380845609075,10,5,18,4.811338083243995,57,Debit Card,No,Google,Yes,No,Bronze,5.313315533307584,Medium,2024-09-12,0
257,Male,19,33629,Home,1231.9858016202854,3,7,11,5.071300832859132,98,Debit Card,Yes,Direct,No,Yes,Gold,4.039530243164707,High,2024-09-13,0
258,Female,37,81550,Electronics,617.731283181099,27,28,15,7.602785563280037,74,PayPal,Yes,Friend Referral,Yes,No,Silver,7.309179503096246,High,2024-09-14,0
259,Female,45,44826,Beauty,453.8350904443139,12,47,8,8.560169487286286,74,Debit Card,Yes,Social Media,No,Yes,Gold,3.223918970681369,Low,2024-09-15,0
260,Male,28,120734,Home,347.0391820422237,17,32,14,5.904840502900162,107,PayPal,No,Google,Yes,Yes,Silver,2.653641975782215,High,2024-09-16,1
261,Male,21,46630,Fashion,1803.937664464898,27,2,16,1.7810465865849143,70,Debit Card,Yes,Direct,No,No,Silver,4.255511796081487,High,2024-09-17,0
262,Female,32,118762,Fashion,1434.7640920062283,29,34,13,3.131645235368916,100,Debit Card,Yes,Social Media,No,Yes,Gold,3.9195963932649596,Medium,2024-09-18,0
263,Male,23,66163,Home,1877.8879544204256,5,4,17,2.48440624167458,88,Cash on Delivery,No,Social Media,Yes,No,Bronze,3.083210346628912,Low,2024-09-19,0
264,Male,47,118511,Electronics,1226.419021144139,20,26,1,2.1215355687021225,76,Debit Card,No,Google,Yes,Yes,Gold,5.703059740237464,Low,2024-09-20,0
265,Male,55,86435,Fashion,973.1317189150794,25,43,3,4.293093687560268,43,Debit Card,No,Social Media,No,No,Silver,6.196713754354312,Low,2024-09-21,1
266,Female,19,31653,Groceries,166.44715349323417,9,11,17,3.0645415193894383,119,PayPal,Yes,Google,No,No,Gold,6.897379767726025,Medium,2024-09-22,0
267,Female,32,47961,Home,1359.702449014758,21,19,6,2.9647280063036106,23,PayPal,Yes,Direct,Yes,No,Bronze,7.796424535327572,Low,2024-09-23,0
268,Female,28,101941,Home,1185.3070815480507,26,44,12,1.4922385711864088,27,Cash on Delivery,No,Direct,No,No,Bronze,2.4999214409937833,Low,2024-09-24,0
269,Male,25,94137,Fashion,1980.9073424958617,20,19,14,1.159030403158905,58,Debit Card,Yes,Social Media,Yes,No,Silver,5.870701118674711,Medium,2024-09-25,0
270,Male,43,53662,Electronics,516.3596166753739,7,8,0,1.9249141838480361,109,Debit Card,Yes,Google,Yes,Yes,Gold,3.456936766218089,Low,2024-09-26,0
271,Female,62,118818,Groceries,1084.9378428093298,22,38,10,2.5497773148126974,37,PayPal,Yes,Friend Referral,No,Yes,Bronze,5.578114789633311,High,2024-09-27,0
272,Female,61,76446,Electronics,1319.3668034802417,4,3,9,4.8788535596338285,6,Credit Card,No,Direct,Yes,No,Gold,4.069862677619152,High,2024-09-28,0
273,Female,22,41288,Beauty,1306.9527907475701,13,18,4,5.594682351689602,65,Credit Card,No,Google,Yes,Yes,Bronze,7.953298270759487,High,2024-09-29,0
274,Female,23,142555,Beauty,1144.5224087493852,13,37,15,2.26532726356029,6,Credit Card,Yes,Google,No,No,Silver,5.966766018430624,High,2024-09-30,0
275,Male,43,115081,Fashion,1565.0096201380898,10,26,10,4.823050073717677,50,PayPal,Yes,Google,Yes,No,Silver,7.643684753257434,High,2024-10-01,0
276,Female,21,56877,Fashion,449.713358577292,18,44,5,4.075739580933345,22,PayPal,Yes,Social Media,Yes,Yes,Gold,6.762271621108893,High,2024-10-02,0
277,Male,36,131562,Fashion,1464.9730405351108,17,42,8,2.6508127914816044,105,Credit Card,Yes,Friend Referral,Yes,Yes,Silver,7.271757583725283,High,2024-10-03,1
278,Female,37,35313,Beauty,1258.482414294524,20,12,12,1.061566733335272,88,Credit Card,No,Social Media,Yes,No,Bronze,6.608143979110062,High,2024-10-04,0
279,Male,50,100885,Electronics,1797.346467999418,20,12,7,5.203160798695675,25,Debit Card,No,Direct,No,No,Silver,3.9436934778193353,High,2024-10-05,0
280,Female,37,92715,Electronics,1702.0291561154843,13,21,13,7.170865743386794,79,PayPal,Yes,Social Media,Yes,No,Bronze,2.3884134001016326,Medium,2024-10-06,0
281,Female,29,30326,Fashion,664.5367263084788,17,27,0,3.036496007294263,90,PayPal,Yes,Google,No,No,Bronze,3.2774013158789166,Medium,2024-10-07,0
282,Female,64,130091,Groceries,588.6627837015485,22,46,16,2.1862614690701143,72,Credit Card,No,Social Media,Yes,No,Silver,0.6517717447996283,High,2024-10-08,0
283,Female,18,145836,Electronics,1964.2239815122732,4,44,4,8.983384700022658,51,Credit Card,Yes,Google,No,No,Bronze,4.429948755985004,Medium,2024-10-09,0
284,Male,43,21560,Beauty,1078.1671027847503,1,21,1,3.47522295239018,88,Cash on Delivery,No,Friend Referral,Yes,Yes,Bronze,4.287933502028065,Medium,2024-10-10,0
285,Female,31,99148,Home,1817.5208796331517,1,42,8,3.012513578133983,48,PayPal,Yes,Social Media,No,No,Gold,4.439378486228661,High,2024-10-11,0
286,Male,55,103186,Home,369.5679963719403,15,18,3,8.713872456489241,102,Cash on Delivery,No,Social Media,Yes,No,Gold,7.805234187290479,High,2024-10-12,1
287,Male,54,46745,Home,1303.49688386034,13,7,16,8.35396389250085,70,Debit Card,Yes,Social Media,Yes,Yes,Gold,7.335905025911295,Medium,2024-10-13,0
288,Male,28,51890,Groceries,1629.227365353143,17,7,16,5.035118234721702,118,Cash on Delivery,Yes,Google,Yes,No,Silver,1.71284583747581,High,2024-10-14,1
289,Male,53,40022,Fashion,1897.4207366935714,24,41,17,5.403149752849971,99,Credit Card,No,Google,Yes,No,Gold,3.266618911669169,High,2024-10-15,0
290,Female,30,143629,Beauty,707.8132749831958,26,25,15,2.959738343506198,106,PayPal,No,Social Media,No,Yes,Bronze,3.6796713459744645,High,2024-10-16,1
291,Male,60,72579,Groceries,1463.7132813519024,8,47,7,1.7047150343160173,65,PayPal,Yes,Social Media,No,No,Silver,3.203996883887358,High,2024-10-17,0
292,Male,20,90316,Beauty,1100.6853676272572,18,25,10,6.16088642820095,60,Cash on Delivery,Yes,Friend Referral,Yes,Yes,Silver,6.488719727029348,Medium,2024-10-18,0
293,Male,50,103847,Beauty,168.226405829613,27,22,17,1.885104294311918,46,Cash on Delivery,No,Friend Referral,No,No,Silver,4.430282524006902,Low,2024-10-19,0
294,Female,23,48380,Fashion,1395.4994877524396,13,42,9,5.043470922609848,36,Debit Card,No,Direct,Yes,Yes,Silver,4.790748627287188,Medium,2024-10-20,0
295,Female,27,130198,Home,1395.6882885637947,23,12,12,9.464474786617096,58,Debit Card,Yes,Friend Referral,Yes,Yes,Bronze,6.897601692409442,Low,2024-10-21,0
296,Female,22,22356,Fashion,1864.6832694507473,14,27,16,9.57550950253526,76,Credit Card,Yes,Friend Referral,No,Yes,Bronze,6.54446115061519,Low,2024-10-22,0
297,Female,40,90326,Groceries,1019.7592700294962,8,8,17,3.1539905789262273,38,Credit Card,No,Friend Referral,No,No,Gold,1.4915864211522476,Low,2024-10-23,0
298,Male,27,112447,Groceries,498.9892953855036,8,19,9,6.61702078041089,11,Credit Card,No,Google,No,No,Silver,5.854359380627257,Medium,2024-10-24,0
299,Male,61,134994,Groceries,136.89945572492434,27,18,15,5.266686376970719,12,Cash on Delivery,No,Friend Referral,Yes,Yes,Gold,3.7657709667652663,Medium,2024-10-25,0
300,Female,19,109899,Fashion,860.502264037516,26,47,19,8.881166148274954,42,Cash on Delivery,No,Friend Referral,Yes,Yes,Bronze,2.7098667729687533,Medium,2024-10-26,0
301,Male,30,40049,Beauty,638.7375651511286,15,38,4,3.442877778484479,114,PayPal,No,Social Media,No,No,Silver,0.8751411567663976,Medium,2024-10-27,0
302,Male,57,95717,Beauty,1534.1221967465574,27,11,12,1.0333216614917515,39,Credit Card,Yes,Google,Yes,No,Bronze,4.154371702590883,Medium,2024-10-28,1
303,Male,19,125361,Electronics,740.8221414400409,13,14,17,2.463050853382736,71,Cash on Delivery,Yes,Direct,No,No,Gold,3.1657751054339855,Low,2024-10-29,0
304,Female,37,36082,Groceries,1900.6888328139457,7,30,16,4.145705210524582,11,PayPal,No,Direct,No,No,Bronze,2.386347797573006,Medium,2024-10-30,1
305,Female,18,20661,Beauty,1926.5048958261793,5,13,8,3.8414901679343973,36,Credit Card,Yes,Friend Referral,No,No,Silver,5.710037971977181,Low,2024-10-31,0
306,Male,54,57412,Electronics,1260.7717509245308,17,10,13,8.122266272105973,52,Debit Card,Yes,Direct,No,Yes,Silver,6.271140404866903,Medium,2024-11-01,0
307,Female,26,134015,Beauty,1860.8875596790217,28,25,16,7.125045995249541,31,Debit Card,No,Direct,No,No,Gold,2.335921392720686,Medium,2024-11-02,0
308,Female,34,143191,Groceries,1533.6659718032665,25,41,3,3.6960068765340752,33,Cash on Delivery,Yes,Direct,No,Yes,Silver,0.8708557750951045,High,2024-11-03,0
309,Female,26,22920,Home,1116.3762999014962,29,26,17,5.119694354495921,13,PayPal,Yes,Friend Referral,Yes,No,Bronze,6.865645254239262,Low,2024-11-04,0
310,Female,28,111194,Groceries,401.6004740744173,16,10,19,1.860031935625017,18,Debit Card,Yes,Direct,Yes,Yes,Bronze,0.5746980590322749,Medium,2024-11-05,0
311,Female,32,134306,Fashion,944.2659898519879,23,37,14,9.083318003380906,41,PayPal,No,Friend Referral,No,Yes,Bronze,7.52834370441104,Medium,2024-11-06,0
312,Male,41,80315,Beauty,1143.7052035571044,2,33,10,9.418823420036807,58,PayPal,No,Social Media,No,No,Bronze,5.207149054870294,Medium,2024-11-07,0
313,Female,55,99561,Beauty,1734.7250824332698,22,42,11,9.818231818428442,56,Debit Card,Yes,Social Media,No,Yes,Gold,2.9138497640099024,High,2024-11-08,0
314,Male,52,28946,Fashion,988.6000842445466,18,18,8,8.816975477072539,24,PayPal,Yes,Direct,Yes,Yes,Bronze,2.3485843218255216,Low,2024-11-09,0
315,Male,47,114242,Fashion,1800.4656117220154,17,5,12,2.5656479892660298,73,Debit Card,Yes,Social Media,No,Yes,Gold,0.5675424819835644,Medium,2024-11-10,0
316,Female,48,65500,Home,1364.9805090957643,7,45,14,1.4157683488146595,31,Cash on Delivery,Yes,Friend Referral,No,Yes,Bronze,2.2660356275815787,Medium,2024-11-11,0
317,Male,22,124540,Beauty,317.1481729546592,13,37,14,6.2163705467140655,55,Credit Card,Yes,Social Media,No,No,Gold,1.5329622613785583,Medium,2024-11-12,0
318,Male,61,36309,Beauty,1990.2136701839313,18,48,4,9.213445241947994,105,Credit Card,Yes,Direct,Yes,Yes,Bronze,5.091246655423593,High,2024-11-13,0
319,Male,31,75230,Home,1078.1036884701296,29,41,18,2.5961622549376857,10,Cash on Delivery,No,Friend Referral,No,No,Bronze,1.7490919144535098,Medium,2024-11-14,0
320,Female,28,131822,Electronics,814.1236779977038,14,27,19,1.0633862316172769,60,Debit Card,Yes,Google,Yes,Yes,Gold,4.464723781524645,Low,2024-11-15,0
321,Female,26,118656,Home,1335.2718407155767,18,0,13,8.249464414290198,2,Debit Card,Yes,Friend Referral,Yes,No,Silver,4.925873167583531,Low,2024-11-16,0
322,Male,51,143782,Groceries,262.3419622630262,13,34,16,1.6911611585806061,102,Debit Card,No,Social Media,No,No,Silver,2.735312737601859,Low,2024-11-17,0
323,Female,29,50027,Beauty,1291.250361169041,11,39,17,4.723354287190274,15,Debit Card,Yes,Google,Yes,No,Silver,0.7629871176403903,Low,2024-11-18,0
324,Female,52,146768,Fashion,1021.5602009735823,21,7,2,7.109986034699065,3,Cash on Delivery,Yes,Friend Referral,Yes,Yes,Gold,0.7794041046064708,Medium,2024-11-19,0
325,Female,52,92541,Groceries,843.014436497237,21,46,1,3.131178269105621,43,Credit Card,Yes,Google,Yes,No,Silver,0.697604991454382,High,2024-11-20,0
